Ticker,META,META,META,META,META,TSLA,TSLA,TSLA,TSLA,TSLA,NVDA,NVDA,NVDA,NVDA,NVDA,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,41.85275150034609,44.788914427748004,37.82174996120943,38.0506706237793,573576400.0,1.891332983970642,1.897333025932312,1.7886669635772705,1.8373329639434814,24247500.0,0.29068923158244175,0.2920647422907365,0.27555872310620483,0.2769342064857483,567288000.0,15.495748546034728,15.677205863654606,14.791734246973025,14.883454322814941,239835606.0,10.970499992370605,10.981499671936035,10.64050006866455,10.692500114440918,104634000.0,23.765018456259025,23.78097233021356,23.270411845501993,23.350187301635742,56205300.0,16.068771780860775,16.35315586230166,15.714270044387012,15.961036682128906,732292400
2012-05-21,36.35864181767943,36.4880330695126,32.84520175411063,33.87036895751953,168192700.0,1.8386670351028442,1.9506670236587524,1.8079999685287476,1.9179999828338623,22128000.0,0.27739273517423046,0.28312398438676584,0.27555872996046876,0.2817484736442566,416260000.0,14.886180307850063,15.262481183267386,14.873537249952177,15.223313331604004,123477094.0,10.701499938964844,10.99899959564209,10.640999794006348,10.905500411987305,71596000.0,23.21457031933579,23.76501931274748,23.182659527096124,23.733108520507812,38787900.0,16.085025445797847,16.898755492178704,16.071481814398926,16.89093017578125,631106000
2012-05-22,32.45703007750149,33.432432531440895,30.79486381895514,30.854581832885742,101786600.0,2.006666898727417,2.0893330574035645,2.0,2.053333044052124,35493000.0,0.2815192487305251,0.28197774321587754,0.27418322764987474,0.27830973267555237,410140000.0,15.206706823552526,15.215877787186129,14.774382548234296,14.893370628356934,122533571.0,10.915499687194824,10.943499565124512,10.697999954223633,10.766500473022461,74662000.0,23.685242690403914,23.836814381326707,23.533669477890875,23.741085052490234,39504900.0,17.13980806568798,17.270114321410762,16.62912126671423,16.761232376098633,694870400
2012-05-23,31.222849625584672,32.3475481569767,31.212896306035873,31.84989356994629,73600000.0,2.0373330116271973,2.069999933242798,1.9666670560836792,2.068000078201294,18306000.0,0.2753294320253147,0.28564570654896604,0.27120292768160376,0.2851871848106384,496000000.0,14.914440663095025,15.111515770508106,14.802146189193657,15.108044624328613,127600492.0,10.73550033569336,10.8774995803833,10.559000015258789,10.86400032043457,84876000.0,23.414009638859817,23.453896610009924,22.847605214667738,23.222549438476562,65171000.0,16.77717814475148,17.237611843162032,16.648679973843137,17.170202255249023,584897600
2012-05-24,32.79543827500979,33.05421699148979,31.620973137624688,32.87506103515625,50237200.0,2.0833330154418945,2.0833330154418945,1.9793330430984497,2.018666982650757,16134000.0,0.28679204185711243,0.28725053640357223,0.2755587751606865,0.2776220142841339,520420000.0,15.100607745781218,15.16902643811034,14.845527385370245,14.96426773071289,75935562.0,10.848999977111816,10.883000373840332,10.635000228881836,10.76200008392334,62822000.0,23.262435350574815,23.374120081982856,22.943335031130168,23.190637588500977,52575000.0,17.329991506941035,17.348951299721392,16.889421016537206,17.01250457763672,496230000
2012-05-25,32.74567267412264,32.795437372445,30.96406837783918,31.76031494140625,37149800.0,2.010667085647583,2.0273330211639404,1.946666955947876,1.987333059310913,11355000.0,0.2773927280763517,0.28656272658176785,0.2773927280763517,0.2842702269554138,391752000.0,14.898327913317026,14.916424002992956,14.583007940664869,14.66357421875,143813034.0,10.749500274658203,10.798999786376953,10.611000061035156,10.644499778747559,43428000.0,23.294345398597716,23.42198552229494,23.142772181110903,23.182659149169922,29507200.0,16.990541726922366,17.02845971773324,16.80636793991044,16.92132568359375,328507200
2012-05-29,31.33232916702889,31.541345059558342,28.515604565960945,28.704713821411133,78063400.0,2.000667095184326,2.128667116165161,2.000667095184326,2.1126670837402344,24750000.0,0.2888552826044211,0.2934402827523077,0.28770903256744945,0.29160627722740173,310000000.0,14.769671459350448,14.851970937287689,14.584000739005148,14.733231544494629,104618672.0,10.71500015258789,10.827500343322754,10.614500045776367,10.737500190734863,53878000.0,23.43794171295549,23.709177383016105,23.310301576643482,23.5815372467041,37758800.0,17.18043726024903,17.2737271487778,17.0122145983549,17.221664428710938,380508800
2012-05-30,28.56537386387799,29.411385137450797,27.729314011385846,28.05776596069336,57267900.0,2.072000026702881,2.0946669578552246,2.0160000324249268,2.0273330211639404,19608000.0,0.2883968270309004,0.29046006644478417,0.2831240706824905,0.2881675660610199,379792000.0,14.580034844707452,14.672745867083458,14.46526111432932,14.581769943237305,76553871.0,10.607000350952148,10.64900016784668,10.387499809265137,10.46150016784668,81564000.0,23.414008353017213,23.517715385266392,23.230525861258492,23.406030654907227,41585500.0,17.129278497841348,17.453988267656776,17.04983117579655,17.429311752319336,529429600
