Ticker,AMD,AMD,AMD,AMD,AMD,COST,COST,COST,COST,COST,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2010-01-04,9.789999961853027,9.899999618530273,9.680000305175781,9.699999809265137,18748700,42.13560371413438,42.80543981951876,42.13560371413438,42.33512878417969,3280200,23.006113899079324,23.36675804792094,22.98357310237455,23.254056930541992,38409100
2010-01-05,9.710000038146973,9.899999618530273,9.680000305175781,9.710000038146973,22145700,42.228228863610184,42.34224355085337,41.92894132896854,42.206851959228516,2775800,23.178925152477888,23.366760848311465,23.021142422779917,23.261571884155273,49749600
2010-01-06,9.680000305175781,9.760000228881836,9.550000190734863,9.569999694824219,18643400,42.09285415837318,42.79119473768151,42.0429728825887,42.75556564331055,3722900,23.20145544569562,23.351724516827602,22.930973123958946,23.11880874633789,58182400
2010-01-07,9.510000228881836,9.550000190734863,9.180000305175781,9.470000267028809,26806800,42.812565643873384,43.069096702059326,42.228237198306516,42.54890441894531,4527600,23.013624105974117,23.066219293808317,22.683034380878873,22.87838363647461,50559700
2010-01-08,9.369999885559082,9.470000267028809,9.289999961853027,9.430000305175781,13752800,42.37788319610353,42.47764572612315,42.114221974394454,42.242488861083984,2348300,22.750653780949705,23.201458181355395,22.7205993899508,23.036163330078125,51197400
2010-01-11,9.380000114440918,9.4399995803833,9.079999923706055,9.140000343322754,23700100,42.19261492457629,42.3422587455976,42.04297110355499,42.29237747192383,1830400,23.07372895620415,23.111296943439314,22.630438171406638,22.743139266967773,68754700
2010-01-12,8.890000343322754,8.920000076293945,8.520000457763672,8.649999618530273,33387100,42.2068500870007,42.32086476918638,41.84342913701025,42.0643310546875,2113300,22.65298188503547,22.84081755810056,22.47265981086168,22.59287452697754,65912100
2010-01-13,8.710000038146973,9.199999809265137,8.550000190734863,9.149999618530273,32741900,42.12135800858947,42.46340220337425,42.0002158272117,42.32801055908203,2051500,22.73562840703774,22.930977664965376,22.547792747461823,22.80324935913086,51863500
2010-01-14,9.180000305175781,9.260000228881836,8.920000076293945,9.0,22556600,42.12848795874679,42.22112578912001,41.83632500294752,41.84345245361328,2145700,22.7731993616025,23.366760848311465,22.735632795664838,23.261571884155273,63228100
2010-01-15,9.130000114440918,9.1899995803833,8.800000190734863,8.84000015258789,34336600,42.03583723506931,42.03583723506931,41.63678441409492,41.89331817626953,3081700,23.3517286531809,23.47194335815161,23.073731252265937,23.186433792114258,79913200
2010-01-19,8.84000015258789,9.210000038146973,8.84000015258789,9.010000228881836,24866200,42.16411567821618,42.242501323020406,41.893332364943596,42.007347106933594,2558200,23.103782456281085,23.47194011857512,23.051188709249384,23.36675262451172,46575700
2010-01-20,8.979999542236328,9.0,8.760000228881836,8.869999885559082,22813600,41.67241371725503,41.81493277680051,41.05958366403695,41.522769927978516,4484600,23.148863032827776,23.246538364605936,22.773191766451795,22.98356819152832,54849500
2010-01-21,9.010000228881836,9.100000381469727,8.770000457763672,8.989999771118164,37888700,41.42300509583933,41.7579217410532,40.86718106638632,40.98832321166992,3456800,22.99859829803575,23.081245012613525,22.54027883644489,22.547792434692383,73086700
2010-01-22,8.550000190734863,8.5600004196167,7.820000171661377,7.880000114440918,69136400,40.902812787267855,41.30186286900278,40.64627903853836,40.66765594482422,4220600,22.54026968962115,22.690538727447326,21.66871270960154,21.758872985839844,102004600
2010-01-25,8.010000228881836,8.140000343322754,7.929999828338623,8.069999694824219,20560000,40.86719692701199,41.20211642053347,40.439642324567174,41.00971603393555,2690600,21.969256284718778,22.284820217274525,21.864068784890932,22.02936363220215,63373000
2010-01-26,8.029999732971191,8.1899995803833,7.929999828338623,8.09000015258789,20946600,40.76029481993334,41.67241242338448,40.71753828789974,41.280487060546875,3530500,21.939207669652127,22.42758014374568,21.856559513102955,22.164609909057617,66639900
2010-01-27,8.029999732971191,8.220000267028809,7.909999847412109,8.1899995803833,26832700,41.12371977093325,41.35887664217706,40.81730472445957,40.995452880859375,3776200,22.051907988812246,22.405038533213933,21.8039649612382,22.29233741760254,63949500
2010-01-28,8.239999771118164,8.25,7.710000038146973,7.880000114440918,32084100,41.03822625516768,41.202122300103795,40.66055287850299,40.86720275878906,3197000,22.420062345492784,22.44260313844052,21.706286332608915,21.909149169921875,117513700
2010-01-29,8.010000228881836,8.100000381469727,7.300000190734863,7.460000038146973,37457700,41.03821287159541,41.715176466566604,40.90282123993133,40.924198150634766,5413900,22.46514718162049,22.4801743800517,20.782139650283295,21.17283821105957,193888500
2010-02-01,7.610000133514404,7.980000019073486,7.53000020980835,7.980000019073486,25476400,41.18786115679398,41.27337152722084,40.87432131967838,41.2662467956543,4295300,21.33061298864783,21.39823392788855,20.97748253166901,21.345640182495117,85931100
2010-02-02,7.739999771118164,7.960000038146973,7.71999979019165,7.909999847412109,21110900,41.33037738111071,41.95745973009318,41.04533920839355,41.87907409667969,5231500,21.31558591182462,21.413259799657347,21.142776059394425,21.38320541381836,54413700
2010-02-03,7.829999923706055,7.960000038146973,7.760000228881836,7.809999942779541,14521900,41.75078842162853,42.00732211808358,41.60114467147117,41.62964630126953,5269100,21.232940793998843,21.631152864387353,21.127753294794108,21.510936737060547,61397900
2010-02-04,7.639999866485596,7.650000095367432,7.099999904632568,7.190000057220459,33172200,41.45149968339472,42.00019617189219,41.4016184315608,41.70090866088867,5962700,21.323095885536365,21.4132576007226,20.89483096281341,20.91737174987793,77850000
2010-02-05,7.130000114440918,7.369999885559082,6.980000019073486,7.349999904632568,28808300,41.750803777119785,41.97170847883004,41.38025527021482,41.74367904663086,4793600,21.037590832201655,21.247967256429643,20.71451331512987,21.0526180267334,80960100
2010-02-08,7.380000114440918,7.619999885559082,7.28000020980835,7.420000076293945,24304200,41.52277161980788,41.886192654047576,41.42300908955874,41.43013381958008,3319800,21.045111006335365,21.09770477056055,20.714519788683702,20.827220916748047,52820600
2010-02-09,7.590000152587891,7.639999866485596,7.420000076293945,7.539999961853027,19978100,41.900452604210045,42.04297169599719,41.472898047174205,41.8719482421875,3486900,21.015050590618376,21.293047964445577,20.849755745657887,21.04510498046875,59195800
